Date,Close
1986-01-01 00:00:00+00:00,1449.5
1986-02-01 00:00:00+00:00,1575.0999755859375
1986-03-01 00:00:00+00:00,1695.800048828125
1986-04-01 00:00:00+01:00,1755.199951171875
1986-05-01 00:00:00+01:00,1696.5
1986-06-01 00:00:00+01:00,1771.0
1986-07-01 00:00:00+01:00,1690.199951171875
1986-08-01 00:00:00+01:00,1763.0999755859375
1986-09-01 00:00:00+01:00,1665.5
1986-10-01 00:00:00+01:00,1751.9000244140625
1986-11-01 00:00:00+00:00,1798.0
1986-12-01 00:00:00+00:00,1817.9000244140625
1987-01-01 00:00:00+00:00,1990.5999755859375
1987-02-01 00:00:00+00:00,2126.39990234375
1987-03-01 00:00:00+00:00,2190.199951171875
1987-04-01 00:00:00+01:00,2219.89990234375
1987-05-01 00:00:00+01:00,2357.199951171875
1987-06-01 00:00:00+01:00,2556.199951171875
1987-07-01 00:00:00+01:00,2710.10009765625
1987-08-01 00:00:00+01:00,2585.800048828125
1987-09-01 00:00:00+01:00,2753.699951171875
1987-10-01 00:00:00+01:00,1964.199951171875
1987-11-01 00:00:00+00:00,1754.0
1987-12-01 00:00:00+00:00,1974.0
1988-01-01 00:00:00+00:00,2103.89990234375
1988-02-01 00:00:00+00:00,2100.10009765625
1988-03-01 00:00:00+00:00,2075.300048828125
1988-04-01 00:00:00+01:00,2156.10009765625
1988-05-01 00:00:00+01:00,2164.699951171875
1988-06-01 00:00:00+01:00,2266.199951171875
1988-07-01 00:00:00+01:00,2291.5
1988-08-01 00:00:00+01:00,2147.89990234375
1988-09-01 00:00:00+01:00,2227.10009765625
1988-10-01 00:00:00+01:00,2303.10009765625
1988-11-01 00:00:00+00:00,2220.800048828125
1988-12-01 00:00:00+00:00,2176.10009765625
1989-01-01 00:00:00+00:00,2461.699951171875
1989-02-01 00:00:00+00:00,2491.699951171875
1989-03-01 00:00:00+00:00,2545.5
1989-04-01 00:00:00+01:00,2526.699951171875
1989-05-01 00:00:00+01:00,2555.5
1989-06-01 00:00:00+01:00,2533.10009765625
1989-07-01 00:00:00+01:00,2701.89990234375
1989-08-01 00:00:00+01:00,2723.39990234375
1989-09-01 00:00:00+01:00,2679.300048828125
1989-10-01 00:00:00+01:00,2438.39990234375
1989-11-01 00:00:00+00:00,2528.699951171875
1989-12-01 00:00:00+00:00,2645.800048828125
