daily date,Date,DNFTSE,DPredicted,daily predicted price
2021-01-22,2021-01-22,0.09854398597,0.043825907235624996,0.0447120607128571
2021-01-23,,0.10683968508,0.0448597529590625,0.04523718869936503
2021-01-24,,0.11513538419,0.045893598682499995,0.04576231668587297
2021-01-25,2021-01-25,0.1234310833,0.04692744440593749,0.0462874446723809
2021-01-26,2021-01-26,-0.04907199254,0.047961290129374994,0.0478628286319047
2021-01-27,2021-01-27,0.08512488502,0.048995135852812496,0.0494382125914285
2021-01-28,2021-01-28,-0.04501623773,0.05002898157624999,0.0510135965509523
2021-01-29,2021-01-29,0.0699532129,0.051062827299687495,0.0525889805104761
2021-01-30,,0.019261982830000003,0.052096673023125,0.053114108496984065
2021-01-31,,-0.03142924724,0.053130518746562494,0.05363923648349203
2021-02-01,2021-02-01,-0.08212047731,0.05416436447,0.05416436447
2021-02-02,2021-02-02,-0.1490184266,0.05347681451285714,0.05320179453
2021-02-03,2021-02-03,-0.03114628002,0.05278926455571428,0.0522392245899999
2021-02-04,2021-02-04,-0.02849199535,0.05210171459857142,0.0512766546499999
2021-02-05,2021-02-05,-0.1289890419,0.05141416464142857,0.05031408471
2021-02-06,,-0.08928072152366666,0.050726614684285715,0.0499932280633333
2021-02-07,,-0.04957240114733333,0.050039064727142854,0.049672371416666604
2021-02-08,2021-02-08,-0.009864080771,0.04935151476999999,0.0493515147699999
2021-02-09,2021-02-09,-0.01316971165,0.04866396481285714,0.0483889448299999
2021-02-10,2021-02-10,0.05833558297,0.047976414855714286,0.04742637489
2021-02-11,2021-02-11,-0.01076579428,0.047288864898571425,0.04646380495
2021-02-12,2021-02-12,-0.009814202908,0.046601314941428565,0.0455012350099999
2021-02-13,,-0.07020292820533333,0.04591376498428571,0.045180378363333266
2021-02-14,,-0.13059165350266666,0.04522621502714286,0.04485952171666663
2021-02-15,2021-02-15,-0.1909803788,0.04453866507,0.04453866507
2021-02-16,2021-02-16,0.001251836544,0.043851115112857136,0.04357609513
2021-02-17,2021-02-17,0.1336462651,0.04316356515571428,0.04261352519
2021-02-18,2021-02-18,0.107958188,0.04247601519857143,0.0416509552499999
2021-02-19,2021-02-19,-0.05112480887,0.04178846524142857,0.04068838531
2021-02-20,,-0.02491969721,0.04110091528428571,0.04036752866333333
2021-02-21,,0.0012854144500000012,0.040413365327142854,0.040046672016666666
2021-02-22,2021-02-22,0.02749052611,0.03972581537,0.03972581537
2021-02-23,2021-02-23,-0.03835607612,0.03903826541285714,0.0387632454299999
2021-02-24,2021-02-24,-0.1276873275,0.03835071545571428,0.03780067549
2021-02-25,2021-02-25,0.05738399159,0.037663165498571426,0.03683810555
2021-02-26,2021-02-26,0.1440609583,0.03697561554142857,0.0358755356099999
2021-02-27,,0.04411452420000002,0.03628806558428571,0.03555467896333327
2021-02-28,,-0.055831909899999976,0.03560051562714285,0.03523382231666663
2021-03-01,2021-03-01,-0.155778344,0.03491296567,0.03491296567
2021-03-02,2021-03-02,0.02183183373,0.035059585304999995,0.035112901535909
2021-03-03,2021-03-03,-0.1293900208,0.03520620494,0.0353128374018181
2021-03-04,2021-03-04,0.07015370234,0.035352824575,0.0355127732677272
2021-03-05,2021-03-05,0.1676952411,0.035499444209999995,0.0357127091336363
2021-03-06,,0.07025280606666667,0.035646063845,0.03577935442227267
2021-03-07,,-0.027189628966666657,0.03579268348,0.03584599971090903
2021-03-08,2021-03-08,-0.124632064,0.035939303115,0.0359126449995454
2021-03-09,2021-03-09,-0.08627696584,0.03608592275,0.0361125808654545
2021-03-10,2021-03-10,-0.01211738655,0.036232542385,0.0363125167313636
2021-03-11,2021-03-11,-0.06329305128,0.03637916202,0.0365124525972727
2021-03-12,2021-03-12,0.01331934523,0.036525781655,0.0367123884631818
2021-03-13,,0.006225604812666667,0.03667240129,0.036779033751818166
2021-03-14,,-0.0008681356046666665,0.036819020925,0.03684567904045453
2021-03-15,2021-03-15,-0.007961876022,0.03696564056,0.0369123243290909
2021-03-16,2021-03-16,-0.1212276554,0.037112260194999996,0.0371122601949999
2021-03-17,2021-03-17,0.1031014534,0.03725887983,0.037312196060909
2021-03-18,2021-03-18,-0.005007346177,0.037405499465,0.0375121319268181
2021-03-19,2021-03-19,0.07425835701,0.0375521191,0.0377120677927272
2021-03-20,,0.04356358574333333,0.037698738735,0.03777871308136357
2021-03-21,,0.012868814476666664,0.03784535837,0.03784535836999993
2021-03-22,2021-03-22,-0.01782595679,0.037991978005,0.0379120036586363
2021-03-23,2021-03-23,0.06214097046,0.03813859764,0.0381119395245454
2021-03-24,2021-03-24,-0.03540154628,0.038285217275,0.0383118753904545
2021-03-25,2021-03-25,0.06244121563,0.03843183691,0.0385118112563636
2021-03-26,2021-03-26,-0.1046026792,0.038578456545,0.0387117471222727
2021-03-27,,-0.06118937905666667,0.038725076180000005,0.038778392410909066
2021-03-28,,-0.01777607891333334,0.038871695815,0.038845037699545434
2021-03-29,2021-03-29,0.02563722123,0.03901831545,0.0389116829881818
2021-03-30,2021-03-30,-0.069552234,0.039164935085000005,0.0391116188540909
2021-03-31,2021-03-31,0.02789150501,0.03931155472,0.03931155472
2021-04-01,2021-04-01,-0.1071572082,0.039637573645,0.0398005831075
2021-04-02,,-0.11194430938000001,0.039963592570000005,0.039898388785
2021-04-03,,-0.11673141056000001,0.040289611495,0.0399961944625
2021-04-04,,-0.12151851174,0.04061563042,0.04009400014
2021-04-05,,-0.12630561292,0.040941649345000004,0.0401918058175
2021-04-06,2021-04-06,-0.1310927141,0.04126766827,0.040289611495
2021-04-07,2021-04-07,-0.08317182441,0.041593687195,0.0407786398825
2021-04-08,2021-04-08,-0.04351403388,0.041919706120000004,0.04126766827
2021-04-09,2021-04-09,-0.001903182746,0.042245725045,0.0417566966575
